,game_number,victory_rank,survival_rank,tactic_rank,overall_rank,units
531,531,F,S,S,D,Erk-Oswin-Eliwood
532,532,S,S,S,S,Matthew-Dart-Hector
533,533,S,S,S,S,Rebecca-Dart-Lyn
534,534,S,S,S,S,Rebecca-Raven-Hector
535,535,S,S,S,S,Guy-Dart-Hector
536,536,S,S,S,S,Kent-Rath-Lyn
537,537,S,B,S,A,Bartre-Dorcas-Hector
538,538,S,S,S,S,Dorcas-Raven-Lyn
539,539,F,S,S,D,Matthew-Rebecca-Eliwood
540,540,F,S,S,D,Dorcas-Lowen-Eliwood
541,541,S,S,S,S,Marcus-Florina-Eliwood
542,542,S,S,S,S,Oswin-Rebecca-Hector
543,543,F,S,S,D,Lucius-Rath-Eliwood
544,544,S,S,S,S,Lowen-Raven-Hector
545,545,S,A,S,S,Marcus-Rebecca-Hector
546,546,S,S,S,S,Marcus-Matthew-Eliwood
547,547,F,S,S,D,Bartre-Rath-Lyn
548,548,F,S,S,D,Marcus-Rebecca-Hector
549,549,S,S,S,S,Marcus-Rebecca-Hector
550,550,S,A,B,A,Sain-Rath-Hector
551,551,S,S,S,S,Oswin-Rebecca-Eliwood
552,552,S,S,S,S,Lucius-Canas-Lyn
553,553,F,S,S,D,Kent-Rebecca-Eliwood
554,554,S,A,S,S,Lucius-Marcus-Eliwood
555,555,S,S,S,S,Kent-Raven-Eliwood
556,556,F,A,S,D,Rebecca-Florina-Lyn
557,557,S,S,A,S,Rebecca-Marcus-Eliwood
558,558,S,S,S,S,Marcus-Dart-Hector
559,559,F,S,S,D,Dorcas-Matthew-Lyn
560,560,S,S,S,S,Raven-Rebecca-Hector
561,561,S,S,S,S,Heath-Erk-Eliwood
562,562,F,S,S,D,Dorcas-Lucius-Eliwood
563,563,S,S,S,S,Heath-Rebecca-Lyn
564,564,S,S,S,S,Heath-Sain-Eliwood
565,565,F,S,S,D,Florina-Sain-Eliwood
566,566,S,S,S,S,Oswin-Rath-Hector
567,567,S,S,S,S,Heath-Oswin-Lyn
568,568,F,S,S,D,Bartre-Raven-Eliwood
569,569,F,S,S,D,Rath-Canas-Hector
570,570,S,S,S,S,Oswin-Matthew-Lyn
571,571,F,S,S,D,Bartre-Heath-Lyn
572,572,F,S,S,D,Rebecca-Guy-Eliwood
573,573,F,S,S,D,Florina-Lowen-Eliwood
574,574,F,S,S,D,Florina-Raven-Lyn
575,575,S,A,S,S,Marcus-Rebecca-Hector
576,576,F,A,S,D,Bartre-Raven-Eliwood
577,577,F,S,S,D,Erk-Dart-Lyn
578,578,S,S,S,S,Heath-Rath-Lyn
579,579,S,S,S,S,Bartre-Lowen-Hector
580,580,S,A,S,S,Kent-Lowen-Eliwood
581,581,S,S,S,S,Rath-Raven-Lyn
582,582,S,S,S,S,Rath-Guy-Eliwood
583,583,S,S,S,S,Rath-Lowen-Hector
584,584,S,B,S,A,Lucius-Rebecca-Eliwood
585,585,F,S,S,D,Guy-Rebecca-Lyn
586,586,S,A,S,S,Heath-Dorcas-Hector
587,587,F,S,S,D,Dorcas-Erk-Lyn
588,588,F,A,S,D,Florina-Rebecca-Hector
589,589,S,S,S,S,Lucius-Guy-Hector
590,590,S,S,S,S,Rath-Dart-Lyn
591,591,S,S,S,S,Lowen-Raven-Hector
592,592,F,S,S,D,Raven-Rath-Lyn
593,593,F,S,S,D,Lowen-Matthew-Eliwood
594,594,F,A,S,D,Lowen-Bartre-Hector
595,595,S,S,S,S,Oswin-Lucius-Lyn
596,596,F,S,S,D,Florina-Oswin-Hector
597,597,S,S,S,S,Raven-Lowen-Eliwood
598,598,F,A,S,D,Rebecca-Guy-Lyn
599,599,S,S,S,S,Oswin-Rath-Eliwood
600,600,S,A,S,S,Kent-Raven-Lyn
601,601,S,S,S,S,Erk-Bartre-Eliwood
602,602,S,S,S,S,Dart-Kent-Eliwood
603,603,S,S,S,S,Raven-Dorcas-Hector
604,604,F,S,S,D,Bartre-Marcus-Lyn
605,605,S,S,S,S,Guy-Marcus-Hector
606,606,S,S,S,S,Dorcas-Bartre-Lyn
607,607,S,S,S,S,Lucius-Raven-Eliwood
608,608,S,A,S,S,Dorcas-Heath-Eliwood
609,609,S,S,S,S,Heath-Dart-Hector
610,610,F,S,S,D,Rebecca-Oswin-Lyn
611,611,F,A,S,D,Sain-Rebecca-Eliwood
612,612,S,S,S,S,Erk-Guy-Eliwood
613,613,F,A,S,D,Rebecca-Rebecca-Eliwood
614,614,S,S,S,S,Erk-Canas-Hector
615,615,S,S,S,S,Florina-Raven-Eliwood
616,616,F,A,S,D,Guy-Matthew-Lyn
617,617,S,S,S,S,Bartre-Lowen-Hector
618,618,S,S,S,S,Erk-Kent-Eliwood
619,619,S,A,B,A,Oswin-Rebecca-Eliwood
620,620,S,A,S,S,Lowen-Matthew-Hector
621,621,F,S,S,D,Guy-Canas-Eliwood
622,622,S,A,S,S,Bartre-Marcus-Hector
623,623,S,S,S,S,Oswin-Kent-Eliwood
624,624,S,S,S,S,Heath-Dorcas-Hector
625,625,F,A,S,D,Guy-Sain-Eliwood
626,626,S,S,S,S,Florina-Heath-Lyn
627,627,F,B,C,F,Bartre-Matthew-Eliwood
628,628,S,S,S,S,Canas-Florina-Lyn
629,629,S,S,S,S,Heath-Oswin-Hector
630,630,F,S,S,D,Dart-Lucius-Lyn
631,631,F,B,S,D,Erk-Guy-Hector
632,632,S,S,S,S,Dart-Marcus-Hector
633,633,S,A,S,S,Rebecca-Raven-Lyn
634,634,S,S,S,S,Lucius-Lowen-Eliwood
635,635,S,S,S,S,Lowen-Dorcas-Eliwood
636,636,S,A,S,S,Sain-Lucius-Eliwood
637,637,S,A,S,S,Sain-Guy-Hector
638,638,F,S,S,D,Marcus-Florina-Hector
639,639,S,B,A,A,Rebecca-Matthew-Eliwood
640,640,S,S,S,S,Canas-Kent-Hector
641,641,S,S,S,S,Erk-Raven-Hector
642,642,S,A,S,S,Florina-Lucius-Hector
643,643,S,S,S,S,Sain-Guy-Hector
644,644,S,S,S,S,Heath-Bartre-Eliwood
645,645,S,S,S,S,Kent-Rebecca-Lyn
646,646,S,S,S,S,Sain-Marcus-Lyn
647,647,S,S,A,S,Sain-Matthew-Eliwood
648,648,S,A,S,S,Rath-Erk-Eliwood
649,649,S,B,A,A,Lowen-Bartre-Hector
650,650,S,S,S,S,Erk-Bartre-Eliwood
651,651,S,S,S,S,Bartre-Heath-Lyn
652,652,S,S,S,S,Lowen-Rebecca-Lyn
653,653,S,S,S,S,Oswin-Florina-Hector
654,654,S,A,S,S,Rebecca-Kent-Eliwood
655,655,S,S,S,S,Dorcas-Guy-Hector
656,656,F,S,S,D,Rebecca-Raven-Eliwood
657,657,F,S,S,D,Sain-Florina-Lyn
658,658,F,S,S,D,Rath-Dart-Lyn
659,659,S,S,S,S,Oswin-Dart-Hector
660,660,S,S,S,S,Marcus-Matthew-Hector
661,661,F,S,S,D,Lowen-Rebecca-Eliwood
662,662,S,S,S,S,Kent-Guy-Hector
663,663,F,S,S,D,Florina-Canas-Lyn
664,664,F,S,S,D,Dorcas-Kent-Lyn
665,665,F,A,S,D,Heath-Sain-Hector
666,666,S,S,S,S,Raven-Florina-Lyn
667,667,S,A,S,S,Erk-Lucius-Lyn
668,668,S,S,S,S,Lowen-Florina-Lyn
669,669,S,S,S,S,Guy-Canas-Hector
670,670,S,S,S,S,Oswin-Dorcas-Eliwood
671,671,F,A,S,D,Guy-Bartre-Eliwood
672,672,S,S,B,A,Dart-Marcus-Hector
673,673,S,A,S,S,Sain-Erk-Lyn
674,674,S,S,S,S,Canas-Rath-Hector
675,675,S,S,S,S,Dorcas-Marcus-Lyn
676,676,S,S,S,S,Marcus-Rebecca-Hector
677,677,S,S,S,S,Raven-Marcus-Hector
678,678,F,A,S,D,Matthew-Lucius-Eliwood
679,679,S,A,S,S,Lucius-Rebecca-Hector
680,680,S,S,S,S,Marcus-Dorcas-Eliwood
681,681,S,S,S,S,Rebecca-Canas-Eliwood
682,682,S,S,S,S,Raven-Matthew-Eliwood
683,683,S,B,A,A,Florina-Kent-Hector
684,684,S,S,S,S,Erk-Sain-Eliwood
685,685,S,S,S,S,Rath-Rebecca-Hector
686,686,S,A,A,A,Dart-Rebecca-Hector
687,687,F,A,A,D,Matthew-Dorcas-Eliwood
688,688,F,S,S,D,Rath-Heath-Lyn
689,689,F,S,S,D,Rath-Rebecca-Lyn
690,690,S,S,S,S,Rebecca-Guy-Hector
691,691,S,S,S,S,Oswin-Bartre-Hector
692,692,S,S,S,S,Lowen-Raven-Lyn
693,693,F,S,S,D,Guy-Dorcas-Lyn
694,694,F,S,S,D,Heath-Raven-Hector
695,695,S,S,S,S,Heath-Canas-Lyn
696,696,S,S,A,S,Rath-Kent-Hector
697,697,F,S,S,D,Marcus-Dart-Hector
698,698,S,S,S,S,Sain-Dorcas-Hector
699,699,S,S,S,S,Sain-Heath-Lyn
700,700,F,S,S,D,Rebecca-Lucius-Eliwood
701,701,S,S,S,S,Erk-Guy-Eliwood
702,702,S,A,S,S,Rebecca-Kent-Eliwood
703,703,F,S,S,D,Lowen-Canas-Hector
704,704,S,S,S,S,Raven-Rebecca-Hector
705,705,F,S,S,D,Florina-Sain-Eliwood
706,706,S,A,S,S,Canas-Kent-Eliwood
707,707,S,A,S,S,Raven-Dart-Lyn
708,708,F,S,S,D,Rebecca-Lowen-Hector
709,709,F,S,S,D,Kent-Lucius-Eliwood
710,710,F,S,S,D,Florina-Erk-Hector
711,711,S,S,S,S,Rebecca-Florina-Eliwood
712,712,S,S,S,S,Heath-Florina-Hector
713,713,F,S,S,D,Rebecca-Marcus-Lyn
714,714,F,S,S,D,Sain-Erk-Lyn
715,715,S,S,A,S,Kent-Sain-Hector
716,716,S,S,S,S,Sain-Dart-Eliwood
717,717,F,S,S,D,Rebecca-Rebecca-Hector
718,718,F,S,S,D,Rebecca-Dorcas-Eliwood
719,719,F,A,S,D,Kent-Marcus-Lyn
720,720,S,S,S,S,Sain-Guy-Eliwood
721,721,S,S,S,S,Raven-Kent-Lyn
722,722,F,S,S,D,Dorcas-Rebecca-Lyn
723,723,S,S,B,A,Kent-Rebecca-Lyn
724,724,S,S,S,S,Heath-Canas-Hector
725,725,S,S,S,S,Erk-Oswin-Hector
726,726,S,S,S,S,Sain-Guy-Lyn
727,727,F,S,S,D,Sain-Kent-Lyn
728,728,S,S,S,S,Raven-Canas-Eliwood
729,729,F,A,S,D,Guy-Raven-Lyn
730,730,F,B,S,D,Rebecca-Canas-Lyn
731,731,F,S,S,D,Florina-Kent-Eliwood
732,732,S,A,S,S,Oswin-Bartre-Eliwood
733,733,S,S,S,S,Lowen-Rath-Hector
734,734,S,S,S,S,Lowen-Heath-Hector
735,735,F,S,S,D,Matthew-Raven-Hector
736,736,F,A,S,D,Lowen-Matthew-Hector
737,737,S,S,S,S,Heath-Rath-Lyn
738,738,F,S,S,D,Lucius-Heath-Lyn
739,739,F,S,S,D,Sain-Matthew-Hector
740,740,F,S,S,D,Kent-Lowen-Lyn
741,741,S,S,A,S,Raven-Florina-Eliwood
742,742,F,S,S,D,Erk-Lowen-Lyn
743,743,S,S,S,S,Oswin-Lowen-Eliwood
744,744,S,S,S,S,Raven-Bartre-Eliwood
745,745,S,A,S,S,Lucius-Kent-Hector
746,746,S,S,S,S,Lowen-Raven-Eliwood
747,747,S,S,S,S,Lucius-Heath-Hector
748,748,S,S,S,S,Canas-Erk-Hector
749,749,S,S,S,S,Heath-Canas-Eliwood
750,750,S,S,S,S,Lowen-Erk-Lyn
751,751,S,A,S,S,Matthew-Sain-Eliwood
752,752,S,S,S,S,Raven-Canas-Eliwood
753,753,F,S,S,D,Dart-Marcus-Lyn
754,754,S,A,S,S,Rebecca-Lowen-Eliwood
755,755,S,A,A,A,Florina-Matthew-Eliwood
756,756,F,S,S,D,Bartre-Raven-Eliwood
757,757,S,S,S,S,Raven-Lucius-Lyn
758,758,F,S,S,D,Marcus-Dart-Hector
759,759,S,S,S,S,Kent-Raven-Hector
760,760,F,S,S,D,Rebecca-Florina-Eliwood
761,761,S,S,S,S,Dorcas-Dart-Lyn
762,762,S,S,S,S,Guy-Sain-Hector
763,763,S,A,S,S,Lowen-Raven-Eliwood
764,764,F,S,S,D,Oswin-Rath-Lyn
765,765,S,S,S,S,Guy-Lucius-Hector
766,766,S,S,S,S,Kent-Rath-Eliwood
767,767,S,S,S,S,Guy-Dart-Lyn
768,768,S,S,S,S,Rath-Florina-Hector
769,769,S,S,S,S,Bartre-Canas-Hector
770,770,S,S,S,S,Sain-Rath-Hector
771,771,S,S,S,S,Oswin-Rebecca-Hector
772,772,S,S,S,S,Rebecca-Raven-Lyn
773,773,S,A,S,S,Rath-Florina-Hector
774,774,S,S,S,S,Heath-Rath-Eliwood
775,775,S,S,S,S,Lowen-Dart-Hector
776,776,S,S,S,S,Canas-Marcus-Eliwood
777,777,F,S,S,D,Matthew-Rebecca-Lyn
778,778,S,S,S,S,Matthew-Florina-Eliwood
779,779,S,S,S,S,Dart-Matthew-Eliwood
780,780,S,A,S,S,Marcus-Erk-Hector
781,781,F,A,S,D,Sain-Rebecca-Lyn
782,782,S,S,S,S,Raven-Dorcas-Lyn
783,783,S,S,S,S,Canas-Heath-Lyn
784,784,F,S,S,D,Lucius-Matthew-Lyn
785,785,S,A,S,S,Erk-Canas-Hector
786,786,F,S,S,D,Canas-Kent-Eliwood
787,787,F,B,S,D,Raven-Florina-Hector
788,788,F,S,S,D,Dorcas-Raven-Lyn
789,789,F,A,S,D,Matthew-Rebecca-Hector
790,790,S,S,S,S,Lowen-Rath-Eliwood
791,791,S,S,S,S,Rebecca-Raven-Hector
792,792,F,S,S,D,Matthew-Florina-Eliwood
793,793,F,S,S,D,Guy-Oswin-Hector
794,794,S,S,S,S,Raven-Bartre-Eliwood
795,795,F,A,S,D,Lucius-Rebecca-Eliwood
796,796,F,S,S,D,Heath-Dart-Lyn
797,797,F,S,S,D,Rebecca-Oswin-Eliwood
798,798,S,S,S,S,Marcus-Raven-Eliwood
799,799,S,S,S,S,Florina-Guy-Hector
800,800,S,S,S,S,Lowen-Dart-Eliwood
801,801,S,S,S,S,Florina-Marcus-Hector
802,802,S,S,S,S,Dart-Sain-Eliwood
803,803,F,S,S,D,Florina-Canas-Lyn
804,804,S,S,S,S,Rath-Kent-Hector
805,805,S,S,S,S,Heath-Oswin-Eliwood
806,806,S,A,S,S,Guy-Rebecca-Hector
807,807,S,S,S,S,Canas-Rebecca-Hector
808,808,S,A,S,S,Matthew-Erk-Lyn
809,809,S,S,S,S,Oswin-Raven-Eliwood
810,810,S,S,S,S,Dart-Heath-Eliwood
811,811,F,A,S,D,Erk-Rebecca-Lyn
812,812,S,S,S,S,Heath-Sain-Hector
813,813,S,S,S,S,Oswin-Kent-Hector
814,814,S,A,S,S,Bartre-Oswin-Eliwood
815,815,S,S,S,S,Dorcas-Canas-Hector
816,816,S,S,S,S,Oswin-Matthew-Eliwood
817,817,S,S,S,S,Marcus-Bartre-Eliwood
818,818,S,A,S,S,Heath-Florina-Hector
819,819,S,A,S,S,Bartre-Heath-Hector
820,820,S,S,S,S,Sain-Kent-Lyn
821,821,F,S,S,D,Dorcas-Florina-Lyn
822,822,S,S,S,S,Oswin-Rebecca-Hector
823,823,S,B,S,A,Lucius-Rebecca-Hector
824,824,F,S,S,D,Sain-Lowen-Lyn
825,825,S,S,S,S,Erk-Sain-Lyn
826,826,F,S,S,D,Dorcas-Dart-Lyn
827,827,S,S,S,S,Rath-Oswin-Hector
828,828,S,A,S,S,Lucius-Dart-Hector
829,829,S,S,S,S,Oswin-Rebecca-Eliwood
830,830,S,S,S,S,Rath-Oswin-Hector
831,831,S,A,S,S,Florina-Kent-Lyn
832,832,S,A,S,S,Bartre-Dart-Hector
833,833,F,A,S,D,Matthew-Erk-Lyn
834,834,F,S,S,D,Bartre-Dorcas-Lyn
835,835,S,S,S,S,Guy-Oswin-Hector
836,836,S,S,S,S,Oswin-Dorcas-Hector
837,837,S,S,S,S,Erk-Dart-Hector
838,838,F,S,F,F,Oswin-Canas-Hector
839,839,S,S,S,S,Heath-Bartre-Lyn
840,840,F,A,S,D,Erk-Dorcas-Eliwood
841,841,S,S,S,S,Sain-Dorcas-Hector
842,842,S,S,S,S,Lowen-Marcus-Lyn
843,843,S,S,S,S,Oswin-Heath-Hector
844,844,S,A,S,S,Lucius-Guy-Eliwood
845,845,F,B,S,D,Dart-Sain-Lyn
846,846,S,S,S,S,Canas-Kent-Hector
847,847,F,S,S,D,Dart-Canas-Eliwood
848,848,S,S,S,S,Raven-Dart-Eliwood
849,849,F,S,S,D,Matthew-Heath-Lyn
850,850,S,S,S,S,Canas-Oswin-Hector
851,851,F,S,S,D,Rebecca-Erk-Lyn
852,852,S,S,S,S,Rebecca-Marcus-Hector
853,853,S,S,S,S,Rebecca-Erk-Hector
854,854,S,B,S,A,Lucius-Matthew-Hector
855,855,F,S,S,D,Canas-Oswin-Lyn
856,856,S,S,S,S,Marcus-Rath-Eliwood
857,857,S,S,S,S,Marcus-Guy-Lyn
858,858,S,S,S,S,Matthew-Marcus-Lyn
859,859,S,A,S,S,Dart-Guy-Lyn
860,860,S,S,S,S,Rebecca-Guy-Lyn
861,861,F,S,S,D,Rath-Dart-Lyn
862,862,F,S,S,D,Erk-Canas-Lyn
863,863,S,S,S,S,Heath-Canas-Lyn
864,864,F,A,S,D,Rebecca-Lowen-Lyn
865,865,F,S,S,D,Lucius-Erk-Lyn
866,866,S,S,S,S,Rath-Lowen-Lyn
867,867,S,S,S,S,Rath-Sain-Eliwood
868,868,S,S,S,S,Marcus-Oswin-Eliwood
869,869,F,S,S,D,Dart-Raven-Lyn
870,870,F,S,S,D,Dart-Lucius-Eliwood
871,871,F,S,S,D,Rebecca-Oswin-Lyn
872,872,S,S,S,S,Lucius-Dart-Eliwood
873,873,F,S,S,D,Sain-Raven-Lyn
874,874,S,S,S,S,Kent-Matthew-Eliwood
875,875,S,S,S,S,Guy-Oswin-Lyn
876,876,S,S,S,S,Lucius-Canas-Eliwood
877,877,F,S,S,D,Florina-Dart-Lyn
878,878,S,S,S,S,Guy-Canas-Hector
879,879,S,S,S,S,Bartre-Guy-Hector
880,880,S,S,S,S,Lowen-Rebecca-Eliwood
881,881,S,B,S,A,Sain-Erk-Hector
882,882,S,A,S,S,Bartre-Guy-Eliwood
883,883,S,S,S,S,Canas-Dart-Eliwood
884,884,S,S,S,S,Heath-Oswin-Hector
885,885,S,S,S,S,Rath-Lowen-Hector
886,886,S,S,S,S,Bartre-Oswin-Lyn
887,887,S,S,S,S,Lowen-Raven-Lyn
888,888,S,S,S,S,Rath-Oswin-Eliwood
889,889,S,B,S,A,Erk-Lowen-Hector
890,890,S,S,S,S,Rebecca-Raven-Lyn
891,891,S,S,S,S,Oswin-Dorcas-Lyn
892,892,S,S,S,S,Dart-Matthew-Hector
893,893,S,S,S,S,Sain-Marcus-Hector
894,894,S,S,S,S,Lowen-Marcus-Lyn
895,895,S,S,S,S,Oswin-Marcus-Eliwood
896,896,S,S,S,S,Lucius-Guy-Hector
897,897,S,S,S,S,Raven-Heath-Hector
898,898,S,S,S,S,Lowen-Erk-Eliwood
899,899,S,S,S,S,Lowen-Rebecca-Eliwood
900,900,S,A,A,A,Rebecca-Lowen-Hector
901,901,S,S,S,S,Erk-Marcus-Hector
902,902,S,S,S,S,Marcus-Dart-Hector
903,903,S,S,S,S,Rebecca-Kent-Eliwood
904,904,S,S,S,S,Canas-Oswin-Lyn
905,905,S,S,S,S,Dart-Lowen-Hector
906,906,S,S,S,S,Lucius-Raven-Hector
907,907,F,S,S,D,Canas-Matthew-Lyn
908,908,S,S,S,S,Florina-Kent-Hector
909,909,F,S,S,D,Marcus-Bartre-Lyn
910,910,F,A,S,D,Erk-Raven-Lyn
911,911,S,S,S,S,Raven-Heath-Lyn
912,912,S,S,S,S,Lowen-Dorcas-Eliwood
913,913,S,S,S,S,Raven-Dorcas-Eliwood
914,914,F,S,S,D,Bartre-Oswin-Lyn
915,915,S,S,S,S,Bartre-Lucius-Hector
916,916,S,S,B,A,Raven-Bartre-Hector
917,917,S,A,S,S,Bartre-Sain-Eliwood
918,918,S,S,S,S,Rath-Heath-Eliwood
919,919,F,A,S,D,Guy-Oswin-Eliwood
920,920,S,S,S,S,Dorcas-Canas-Lyn
921,921,S,S,S,S,Raven-Lowen-Eliwood
922,922,S,S,S,S,Bartre-Dart-Eliwood
923,923,S,A,S,S,Florina-Erk-Hector
924,924,S,S,S,S,Heath-Raven-Eliwood
925,925,S,S,S,S,Oswin-Marcus-Lyn
926,926,S,S,S,S,Dorcas-Rebecca-Eliwood
927,927,F,A,S,D,Rebecca-Dart-Hector
928,928,F,A,A,D,Erk-Kent-Hector
929,929,F,S,S,D,Bartre-Rebecca-Eliwood
930,930,S,S,S,S,Kent-Heath-Hector
931,931,S,S,S,S,Rath-Rebecca-Eliwood
932,932,S,S,S,S,Bartre-Oswin-Eliwood
933,933,S,S,S,S,Matthew-Canas-Eliwood
934,934,S,S,S,S,Lowen-Rath-Hector
935,935,S,S,S,S,Oswin-Matthew-Eliwood
936,936,S,A,S,S,Marcus-Lucius-Lyn
937,937,F,S,S,D,Raven-Kent-Lyn
938,938,S,A,S,S,Heath-Florina-Lyn
939,939,F,S,S,D,Raven-Dart-Eliwood
940,940,F,S,S,D,Florina-Lucius-Lyn
941,941,F,A,S,D,Bartre-Kent-Hector
942,942,S,S,S,S,Florina-Erk-Hector
943,943,S,S,S,S,Kent-Heath-Eliwood
944,944,S,S,S,S,Bartre-Rath-Hector
945,945,S,S,S,S,Lowen-Florina-Hector
946,946,S,S,S,S,Canas-Oswin-Hector
947,947,S,S,S,S,Rebecca-Sain-Lyn
948,948,S,A,S,S,Lowen-Rebecca-Eliwood
949,949,S,S,S,S,Raven-Oswin-Eliwood
950,950,S,S,S,S,Marcus-Lowen-Eliwood
951,951,S,S,S,S,Bartre-Heath-Hector
952,952,S,A,A,A,Oswin-Erk-Hector
953,953,S,S,S,S,Kent-Guy-Hector
954,954,S,A,S,S,Kent-Dorcas-Lyn
955,955,F,A,S,D,Rebecca-Rebecca-Hector
956,956,S,S,S,S,Oswin-Rath-Hector
957,957,S,S,S,S,Marcus-Erk-Eliwood
958,958,S,S,S,S,Lucius-Guy-Lyn
959,959,S,A,S,S,Lucius-Erk-Eliwood
960,960,S,S,S,S,Dart-Dorcas-Hector
961,961,S,S,S,S,Matthew-Sain-Lyn
962,962,S,S,S,S,Kent-Matthew-Hector
963,963,S,S,S,S,Oswin-Rebecca-Hector
964,964,S,A,S,S,Lucius-Raven-Eliwood
965,965,S,S,S,S,Heath-Florina-Hector
966,966,F,S,S,D,Canas-Lowen-Lyn
967,967,F,S,S,D,Rebecca-Rath-Eliwood
968,968,F,S,S,D,Lucius-Kent-Eliwood
969,969,F,S,S,D,Canas-Bartre-Lyn
970,970,S,S,S,S,Guy-Heath-Eliwood
971,971,S,S,S,S,Marcus-Rath-Eliwood
972,972,S,S,S,S,Rebecca-Rath-Eliwood
973,973,S,S,S,S,Lucius-Florina-Eliwood
974,974,S,S,S,S,Erk-Marcus-Hector
975,975,S,S,S,S,Oswin-Marcus-Eliwood
976,976,S,S,S,S,Heath-Matthew-Lyn
977,977,S,S,S,S,Rebecca-Florina-Hector
978,978,S,S,B,A,Sain-Guy-Hector
979,979,F,S,S,D,Kent-Rebecca-Lyn
980,980,F,A,S,D,Rath-Florina-Eliwood
981,981,S,S,S,S,Raven-Rath-Eliwood
982,982,S,A,S,S,Kent-Rath-Hector
983,983,F,S,S,D,Rebecca-Kent-Hector
984,984,S,S,S,S,Canas-Rebecca-Eliwood
985,985,S,S,S,S,Marcus-Lowen-Eliwood
986,986,S,A,S,S,Marcus-Rebecca-Hector
987,987,F,S,S,D,Kent-Oswin-Lyn
988,988,S,S,S,S,Canas-Rebecca-Hector
989,989,S,S,S,S,Marcus-Dart-Hector
990,990,F,S,S,D,Kent-Raven-Lyn
991,991,S,S,S,S,Lucius-Marcus-Hector
992,992,S,S,S,S,Dorcas-Dart-Eliwood
993,993,F,A,S,D,Rebecca-Bartre-Lyn
994,994,S,S,S,S,Oswin-Lucius-Eliwood
995,995,S,S,S,S,Dorcas-Matthew-Eliwood
996,996,S,S,S,S,Lucius-Lowen-Eliwood
997,997,S,S,S,S,Oswin-Kent-Hector
998,998,S,S,S,S,Raven-Florina-Hector
999,999,S,S,S,S,Kent-Lowen-Hector
1000,1000,S,S,S,S,Canas-Kent-Hector
1001,1001,S,S,S,S,Oswin-Dart-Eliwood
1002,1002,S,S,S,S,Erk-Marcus-Hector
1003,1003,S,S,S,S,Rath-Oswin-Lyn
1004,1004,S,S,S,S,Canas-Bartre-Lyn
1005,1005,F,S,S,D,Rebecca-Matthew-Eliwood
1006,1006,F,S,S,D,Raven-Matthew-Eliwood
1007,1007,S,S,S,S,Dart-Canas-Hector
1008,1008,S,S,S,S,Matthew-Rath-Eliwood
1009,1009,S,S,S,S,Heath-Rebecca-Eliwood
1010,1010,S,S,S,S,Matthew-Rath-Eliwood
1011,1011,S,S,S,S,Guy-Dorcas-Lyn
1012,1012,F,S,S,D,Rebecca-Dart-Eliwood
1013,1013,S,A,S,S,Canas-Lucius-Hector
1014,1014,S,S,S,S,Marcus-Dorcas-Lyn
1015,1015,S,S,S,S,Dart-Oswin-Eliwood
1016,1016,F,S,S,D,Florina-Heath-Eliwood
1017,1017,S,A,S,S,Dorcas-Florina-Hector
1018,1018,S,S,S,S,Dorcas-Florina-Eliwood
1019,1019,S,S,S,S,Canas-Florina-Lyn
1020,1020,S,S,S,S,Guy-Matthew-Eliwood
1021,1021,F,S,S,D,Lucius-Rebecca-Lyn
1022,1022,F,S,S,D,Dart-Dorcas-Lyn
1023,1023,S,S,S,S,Dorcas-Guy-Eliwood
1024,1024,S,S,A,S,Kent-Erk-Hector
1025,1025,S,S,S,S,Florina-Lowen-Lyn
1026,1026,F,S,S,D,Rebecca-Lucius-Eliwood
1027,1027,S,S,S,S,Raven-Lucius-Eliwood
1028,1028,S,S,S,S,Heath-Erk-Lyn
1029,1029,S,S,S,S,Bartre-Canas-Eliwood
1030,1030,S,S,S,S,Lucius-Lowen-Lyn
1031,1031,S,S,S,S,Bartre-Canas-Lyn
1032,1032,S,S,S,S,Bartre-Lucius-Hector
1033,1033,S,A,S,S,Guy-Rath-Hector
1034,1034,F,S,S,D,Rath-Sain-Lyn
1035,1035,S,S,S,S,Florina-Marcus-Hector
1036,1036,F,S,S,D,Oswin-Heath-Eliwood
1037,1037,F,S,S,D,Matthew-Oswin-Eliwood
1038,1038,S,S,S,S,Kent-Heath-Hector
1039,1039,S,A,S,S,Dart-Rebecca-Hector
1040,1040,S,S,S,S,Florina-Rebecca-Eliwood
1041,1041,S,S,S,S,Marcus-Heath-Hector
1042,1042,S,A,S,S,Guy-Lucius-Lyn
1043,1043,S,A,S,S,Bartre-Sain-Lyn
1044,1044,S,A,S,S,Dart-Rebecca-Hector
1045,1045,S,S,S,S,Marcus-Florina-Hector
1046,1046,S,S,S,S,Raven-Heath-Eliwood
1047,1047,F,A,S,D,Lucius-Sain-Eliwood
1048,1048,S,S,S,S,Florina-Kent-Lyn
1049,1049,S,S,S,S,Matthew-Guy-Hector
1050,1050,S,S,S,S,Bartre-Rath-Lyn
1051,1051,S,S,S,S,Lowen-Lucius-Eliwood
1052,1052,S,A,S,S,Lucius-Erk-Eliwood
1053,1053,S,S,S,S,Lucius-Canas-Hector
1054,1054,S,S,S,S,Canas-Marcus-Eliwood
1055,1055,F,S,S,D,Bartre-Florina-Lyn
1056,1056,S,S,S,S,Kent-Dorcas-Eliwood
1057,1057,F,S,S,D,Rath-Oswin-Hector
1058,1058,S,S,S,S,Bartre-Kent-Hector
